TransYearMonth,TransDate,Branch,Department,Visit,Sales
202001,2020-01-29,002,Dept1,137,59972.29
201809,2018-09-10,010,Dept1,111,64706.77
202006,2020-06-27,016,Dept1,283,157969.8
202008,2020-08-14,020,Dept1,128,57857.85
201906,2019-06-24,009,Dept2,129,34070.83
201812,2018-12-31,009,Dept1,107,63887.6
201807,2018-07-14,004,Dept1,301,180618.48
202008,2020-08-15,002,Dept1,177,81960.45
201910,2019-10-18,020,Dept2,671,68299.8
202002,2020-02-11,018,Dept1,121,56482
201905,2019-05-21,007,Dept2,138,38388.33
201912,2019-12-05,016,Dept2,506,152426.25
201909,2019-09-18,010,Dept1,96,59383.5
201811,2018-11-05,015,Dept1,59,30764
202009,2020-09-26,014,Dept1,447,205498.1
202005,2020-05-25,019,Dept1,82,52454
202009,2020-09-02,014,Dept2,422,60811.95
201805,2018-05-06,012,Dept1,143,88347.7
201908,2019-08-11,006,Dept1,596,343265.07
202009,2020-09-18,009,Dept2,203,33618
201808,2018-08-16,017,Dept2,202,48430.68
201803,2018-03-13,012,Dept1,73,32389
201805,2018-05-24,017,Dept2,180,51886
202007,2020-07-13,018,Dept1,78,39660
201806,2018-06-23,019,Dept2,548,104050
201812,2018-12-22,010,Dept1,168,116089.75
202008,2020-08-28,006,Dept2,611,111005.65
201904,2019-04-10,010,Dept2,348,93165.5
202008,2020-08-01,010,Dept1,135,77349.4
201901,2019-01-26,015,Dept2,280,60442.69
201912,2019-12-14,012,Dept1,220,121080.46
201905,2019-05-24,006,Dept2,465,111583.05
202002,2020-02-06,004,Dept2,1068,132710.63
201910,2019-10-14,003,Dept2,376,51339.85
202003,2020-03-15,012,Dept2,614,80477.71
202007,2020-07-18,004,Dept2,1007,162148.15
201803,2018-03-08,013,Dept1,45,22821.5
201907,2019-07-05,006,Dept1,307,170303.7
201905,2019-05-06,006,Dept2,1802,372449.93
201901,2019-01-18,008,Dept1,50,54143.25
201903,2019-03-07,010,Dept2,380,92616.25
202008,2020-08-10,003,Dept1,148,61380
202006,2020-06-24,017,Dept1,121,61411.9
201808,2018-08-19,016,Dept2,563,185387.36
201802,2018-02-23,013,Dept1,20,11497
201806,2018-06-18,018,Dept2,351,62470.25
201811,2018-11-23,007,Dept1,71,53843
201904,2019-04-18,010,Dept1,89,56988.75
201803,2018-03-22,016,Dept2,229,63632
201911,2019-11-07,010,Dept1,113,62330.6
201806,2018-06-26,005,Dept1,60,38895.5
201810,2018-10-19,002,Dept2,344,122673.64
201807,2018-07-11,018,Dept2,503,66110.5
202005,2020-05-28,018,Dept1,54,28637
201906,2019-06-27,008,Dept2,201,79014.25
201906,2019-06-19,008,Dept1,92,50694
202001,2020-01-08,006,Dept2,701,183166.78
202007,2020-07-10,019,Dept1,125,70319.5
201802,2018-02-09,016,Dept2,166,51493.75
201902,2019-02-17,006,Dept1,478,298564.27
201909,2019-09-26,010,Dept2,350,56715.9
201906,2019-06-11,015,Dept2,78,26903.5
201801,2018-01-06,018,Dept2,1002,159415.8
201805,2018-05-19,016,Dept2,402,112909.5
201812,2018-12-28,008,Dept1,125,62411.03
201807,2018-07-19,005,Dept1,102,59718.93
202006,2020-06-05,013,Dept1,33,16066
201803,2018-03-30,016,Dept1,280,158006.8
201811,2018-11-02,014,Dept1,166,95672.6
201911,2019-11-21,015,Dept2,121,44500.45
201901,2019-01-07,009,Dept2,176,48322
202007,2020-07-02,019,Dept2,352,38951.9
202001,2020-01-26,003,Dept1,147,67078.6
201902,2019-02-09,006,Dept2,979,297172.86
201911,2019-11-13,008,Dept1,57,38460.25
201910,2019-10-13,021,Dept2,3155,457703.16
201809,2018-09-25,014,Dept2,257,66022.48
202009,2020-09-21,015,Dept1,67,34296.5
202009,2020-09-13,008,Dept2,510,92820.7
202008,2020-08-11,021,Dept1,209,128019
201804,2018-04-14,004,Dept1,220,169785.3
201909,2019-09-07,014,Dept2,1103,199161.66
202009,2020-09-05,008,Dept1,133,74113.05
202001,2020-01-25,021,Dept1,735,400666.63
201805,2018-05-01,013,Dept1,65,33623
201903,2019-03-18,003,Dept2,427,58791.5
202006,2020-06-10,012,Dept2,455,67786.45
202002,2020-02-14,019,Dept1,321,91857.2
201908,2019-08-14,007,Dept1,81,44559.55
201907,2019-07-19,003,Dept2,406,74045.5
201907,2019-07-25,010,Dept2,295,95586.62
201808,2018-08-04,016,Dept1,204,108411.5
201912,2019-12-09,017,Dept2,363,78582.72
201805,2018-05-28,016,Dept2,223,74862.5
201910,2019-10-03,006,Dept1,308,174111.98
201807,2018-07-18,018,Dept2,377,57686.5
201904,2019-04-03,010,Dept2,575,135820.15
201908,2019-08-05,002,Dept2,203,48215.79
201904,2019-04-27,010,Dept1,151,100360.5
201906,2019-06-20,015,Dept2,226,58669.5
201903,2019-03-25,003,Dept2,619,78320.51
201912,2019-12-23,012,Dept1,119,72244.5
201901,2019-01-19,015,Dept2,334,55954.35
202003,2020-03-08,012,Dept2,519,82532.2
201906,2019-06-12,008,Dept1,74,23476.05
202007,2020-07-01,004,Dept1,334,165371
201903,2019-03-16,010,Dept2,516,102835.8
201807,2018-07-10,005,Dept1,72,43203
201901,2019-01-27,008,Dept1,118,62352.49
201811,2018-11-16,007,Dept1,77,40148.12
201806,2018-06-19,005,Dept1,71,47681
202002,2020-02-15,004,Dept2,1357,212648.71
202008,2020-08-08,010,Dept1,119,71134
201911,2019-11-20,008,Dept1,88,55708
201910,2019-10-30,021,Dept1,401,213163.09
202007,2020-07-17,019,Dept1,145,60989.5
201908,2019-08-04,020,Dept2,753,84640.79
202001,2020-01-17,003,Dept1,166,92233
201804,2018-04-05,004,Dept1,160,124320.47
201811,2018-11-30,002,Dept2,490,115507.49
201908,2019-08-23,007,Dept1,124,61305.34
202008,2020-08-18,021,Dept1,246,137161.08
202002,2020-02-07,019,Dept1,138,58373.8
202009,2020-09-06,015,Dept2,500,78489.1
201909,2019-09-08,009,Dept1,90,55162.51
201810,2018-10-02,002,Dept1,152,80158.2
201910,2019-10-29,003,Dept1,156,76723.2
202008,2020-08-19,003,Dept1,126,64976.99
201811,2018-11-01,009,Dept2,142,26636.32
201908,2019-08-31,007,Dept2,621,126532.79
201809,2018-09-24,009,Dept1,31,24557.6
201805,2018-05-10,013,Dept1,25,19766.5
202006,2020-06-17,012,Dept2,411,75597.25
201801,2018-01-05,005,Dept1,121,69210.3
201911,2019-11-12,015,Dept2,190,34779.25
201910,2019-10-22,021,Dept2,1368,182514.83
202001,2020-01-18,021,Dept1,520,346739.25
201802,2018-02-14,013,Dept1,34,21628
201803,2018-03-15,016,Dept2,181,59473.75
201902,2019-02-02,006,Dept2,930,253666.27
202007,2020-07-09,004,Dept2,960,129710.6
201806,2018-06-27,018,Dept2,370,56972.2
201902,2019-02-26,006,Dept1,202,120265
201808,2018-08-26,013,Dept1,73,39782.5
202005,2020-05-29,005,Dept2,521,69908.55
201812,2018-12-05,010,Dept2,798,202375.15
201901,2019-01-06,014,Dept1,297,177183.5
201803,2018-03-01,013,Dept1,47,32590.43
201906,2019-06-28,015,Dept1,100,51670.8
201910,2019-10-21,003,Dept2,367,46584.25
201812,2018-12-13,010,Dept1,97,74034
202009,2020-09-28,010,Dept2,554,74445
201812,2018-12-27,015,Dept2,336,85393.25
201808,2018-08-12,016,Dept2,622,248245.83
201906,2019-06-02,010,Dept1,202,104741.8
202009,2020-09-22,008,Dept2,274,35772.3
201912,2019-12-31,012,Dept2,722,138181.25
201905,2019-05-15,006,Dept2,644,136958.6
201907,2019-07-12,003,Dept2,468,67041
201810,2018-10-10,002,Dept2,293,109217.03
201810,2018-10-24,007,Dept1,73,38748.89
202009,2020-09-14,015,Dept1,71,47962
202002,2020-02-09,010,Dept1,188,70085.7
201904,2019-04-09,004,Dept1,156,108447.62
202003,2020-03-19,021,Dept2,751,277494.45
201803,2018-03-21,002,Dept1,114,95998.52
201808,2018-08-06,002,Dept1,170,78497
202007,2020-07-07,010,Dept2,697,122205.8
202005,2020-05-17,009,Dept1,73,50249.14
202006,2020-06-19,006,Dept1,462,256813
201910,2019-10-23,017,Dept1,131,78626.49
202004,2020-04-13,002,Dept2,171,197822.85
201909,2019-09-12,005,Dept2,446,58645.8
201912,2019-12-29,006,Dept2,1312,302589.03
201801,2018-01-09,009,Dept2,203,63877.01
201809,2018-09-20,005,Dept2,351,68724.25
201908,2019-08-17,013,Dept2,232,26986.13
202001,2020-01-19,017,Dept2,630,97325.65
201801,2018-01-25,014,Dept2,322,102829.07
202001,2020-01-05,012,Dept1,146,84171.44
202008,2020-08-25,017,Dept2,270,37213.95
201807,2018-07-22,014,Dept1,437,254473.15
202007,2020-07-29,015,Dept2,153,41063.4
201903,2019-03-10,004,Dept1,296,165304.96
201806,2018-06-07,014,Dept1,66,46016.2
201904,2019-04-17,019,Dept2,254,48374.5
201809,2018-09-01,009,Dept1,137,74832.26
201808,2018-08-24,007,Dept2,296,65284.75
201809,2018-09-12,018,Dept1,84,41493.5
201902,2019-02-24,012,Dept2,446,93277.4
201912,2019-12-10,021,Dept1,450,263451.4
201810,2018-10-30,013,Dept2,103,18566.5
201810,2018-10-12,016,Dept1,137,90756.5
201801,2018-01-17,014,Dept1,98,73175.5
201907,2019-07-27,004,Dept1,324,144420.31
201910,2019-10-09,012,Dept2,388,40945.95
201905,2019-05-17,012,Dept1,123,69141.2
202002,2020-02-27,015,Dept2,164,56915.2
201911,2019-11-29,012,Dept1,132,59130
201805,2018-05-16,007,Dept2,197,65919.6
201908,2019-08-25,013,Dept1,69,39731.32
201908,2019-08-03,016,Dept1,253,155316.06
201806,2018-06-15,009,Dept2,103,16064
201911,2019-11-08,019,Dept1,98,44745.1
201812,2018-12-23,019,Dept1,176,100867.63
201803,2018-03-03,007,Dept2,387,201106.54
202007,2020-07-15,010,Dept1,96,54170
202008,2020-08-02,004,Dept2,1286,183846.05
201910,2019-10-31,017,Dept2,290,42942.85
202003,2020-03-06,006,Dept1,332,216525.73
201909,2019-09-20,018,Dept1,147,85222.76
202002,2020-02-19,008,Dept1,131,53358.6
201812,2018-12-07,004,Dept1,131,69693
201905,2019-05-31,012,Dept1,90,41722.38
201804,2018-04-17,015,Dept1,78,70416.6
201905,2019-05-03,017,Dept2,449,39869.5
201912,2019-12-11,003,Dept1,172,100098.64
201811,2018-11-28,016,Dept1,136,72060.5
202003,2020-03-20,003,Dept2,391,74626.66
201807,2018-07-30,009,Dept2,203,45069.4
201812,2018-12-15,004,Dept2,720,317288.95
201907,2019-07-10,017,Dept1,92,46986.5
201811,2018-11-10,013,Dept2,163,24713.17
201903,2019-03-31,017,Dept1,236,153672.65
201810,2018-10-04,016,Dept2,258,98919.25
201904,2019-04-25,019,Dept1,56,39702.5
201805,2018-05-30,002,Dept1,104,59210.06
201901,2019-01-31,004,Dept2,480,106912.15
201903,2019-03-02,019,Dept2,530,113514.8
201804,2018-04-25,008,Dept2,174,51573.75
201802,2018-02-12,007,Dept2,173,54588.47
201806,2018-06-23,016,Dept1,278,197045.5
201811,2018-11-12,014,Dept1,115,76322.7
201904,2019-04-07,003,Dept2,386,69966.08
202007,2020-07-31,012,Dept1,63,44905.5
201805,2018-05-24,018,Dept1,80,44393.5
201801,2018-01-01,016,Dept1,294,172463.82
201902,2019-02-14,008,Dept2,183,45168.62
201907,2019-07-29,003,Dept2,396,87003.39
201911,2019-11-02,003,Dept1,226,105945.1
201908,2019-08-11,009,Dept2,267,40574.07
201911,2019-11-16,006,Dept2,847,181936.86
201908,2019-08-27,014,Dept2,487,124380.72
201806,2018-06-09,013,Dept2,166,39900.75
202008,2020-08-23,010,Dept1,164,87158.55
201911,2019-11-03,021,Dept1,654,329180.8
201802,2018-02-04,018,Dept1,158,81905
202001,2020-01-03,015,Dept2,385,84411.18
202001,2020-01-21,010,Dept1,87,51869.5
201910,2019-10-25,010,Dept2,384,74540.55
201912,2019-12-05,019,Dept1,266,141087.65
202002,2020-02-11,017,Dept2,283,43863.5
201803,2018-03-27,018,Dept1,114,73027
201905,2019-05-11,008,Dept1,139,97222.08
202002,2020-02-25,012,Dept1,56,31585
201905,2019-05-21,008,Dept1,55,30722.5
201808,2018-08-08,005,Dept2,394,81905.25
202007,2020-07-05,017,Dept1,161,77081
201812,2018-12-31,006,Dept2,1150,271630.07
201906,2019-06-16,006,Dept2,738,240550.15
201901,2019-01-29,003,Dept1,128,63401.5
201804,2018-04-15,012,Dept2,368,87625.7
201804,2018-04-01,017,Dept1,141,98666
202005,2020-05-25,016,Dept2,287,138912.35
202006,2020-06-27,019,Dept2,1213,148272.3
202007,2020-07-13,017,Dept2,301,44132.6
201812,2018-12-09,003,Dept2,315,59144.6
202008,2020-08-05,021,Dept1,442,220404.2
201906,2019-06-24,006,Dept1,596,321479.46
201908,2019-08-19,014,Dept1,115,59804
201801,2018-01-19,013,Dept2,115,16589
202009,2020-09-10,006,Dept2,424,71535.9
201912,2019-12-13,004,Dept2,765,186146.28
201806,2018-06-01,013,Dept1,26,17864.5
201905,2019-05-01,010,Dept1,158,106438.85
201909,2019-09-09,020,Dept1,83,48115
201909,2019-09-10,002,Dept1,119,62765.89
201903,2019-03-29,010,Dept2,565,115802.2
201803,2018-03-19,005,Dept2,350,62681.8
201810,2018-10-28,014,Dept1,221,125636.5
201809,2018-09-18,002,Dept1,179,91043.78
201901,2019-01-15,006,Dept2,583,177448.01
201902,2019-02-22,015,Dept1,62,26302.5
201807,2018-07-01,018,Dept2,1226,166618.15
201812,2018-12-17,003,Dept1,130,69985.32
201907,2019-07-02,008,Dept2,242,56249.5
201903,2019-03-12,003,Dept2,384,61139.25
202009,2020-09-18,006,Dept1,311,161431.73
201811,2018-11-20,009,Dept2,67,18857.75
202008,2020-08-04,003,Dept1,123,68478.75
201807,2018-07-06,016,Dept1,210,144803
201901,2019-01-10,007,Dept1,114,54444.26
201910,2019-10-07,015,Dept1,108,49454.1
201808,2018-08-16,018,Dept1,125,74528.25
201801,2018-01-27,013,Dept1,73,48623.5
201905,2019-05-19,015,Dept2,264,66311.95
201807,2018-07-20,013,Dept2,96,28305
201905,2019-05-29,015,Dept2,145,39745.45
202001,2020-01-11,008,Dept1,83,49179.25
201907,2019-07-08,010,Dept2,393,78230.5
201902,2019-02-06,008,Dept1,49,27311.04
201805,2018-05-04,010,Dept1,103,79633.5
201803,2018-03-17,008,Dept1,143,75093.25
201909,2019-09-06,017,Dept2,369,51349.5
201809,2018-09-05,003,Dept1,293,195170.47
201909,2019-09-24,012,Dept1,71,44140.5
201907,2019-07-31,013,Dept2,140,23768.5
201912,2019-12-07,009,Dept1,111,56555
201911,2019-11-04,013,Dept1,25,16156.1
201803,2018-03-07,010,Dept1,103,50047.5
201902,2019-02-12,005,Dept2,296,43933.75
201910,2019-10-05,018,Dept2,1328,127168.85
201812,2018-12-19,013,Dept1,29,13445
201808,2018-08-10,008,Dept1,106,61231.69
201806,2018-06-29,006,Dept1,299,166119.98
201803,2018-03-25,015,Dept2,258,57520
201811,2018-11-14,019,Dept2,160,43464.75
201905,2019-05-13,018,Dept1,110,60477
201808,2018-08-18,015,Dept2,408,97506.37
201805,2018-05-26,008,Dept1,88,88483.55
201802,2018-02-24,010,Dept1,147,89003.5
201804,2018-04-29,002,Dept2,494,160364.5
202005,2020-05-21,003,Dept1,75,35191.5
202002,2020-02-05,007,Dept2,270,65918.09
201811,2018-11-03,017,Dept1,112,65946.2
201903,2019-03-06,013,Dept2,174,26091.5
201908,2019-08-21,019,Dept2,186,38519.5
201901,2019-01-25,016,Dept2,266,87867.25
201905,2019-05-05,005,Dept2,1087,126687.78
201902,2019-02-20,005,Dept1,90,42349
201805,2018-05-18,015,Dept2,148,45077
201908,2019-08-13,004,Dept1,217,114370.93
201902,2019-02-04,018,Dept1,151,86606.5
202006,2020-06-04,010,Dept1,61,32651.5
201810,2018-10-26,019,Dept2,360,76837.45
202002,2020-02-22,020,Dept1,202,101400.3
201804,2018-04-11,007,Dept1,92,59304.41
202007,2020-07-19,007,Dept2,637,108978.8
201904,2019-04-21,013,Dept1,81,57880.75
201809,2018-09-08,012,Dept1,132,74871.95
202001,2020-01-09,005,Dept2,706,87792.75
201911,2019-11-22,016,Dept2,296,84469.85
202001,2020-01-01,018,Dept1,146,75905.5
201809,2018-09-22,017,Dept2,362,71302.9
202009,2020-09-20,016,Dept1,260,125615.1
201906,2019-06-10,016,Dept2,245,74220.25
201907,2019-07-04,005,Dept1,85,41084
201802,2018-02-06,015,Dept2,157,49159.25
201807,2018-07-16,006,Dept1,205,109350.39
201904,2019-04-13,013,Dept2,179,36434.15
201908,2019-08-29,019,Dept1,80,47278.32
202002,2020-02-23,002,Dept1,202,100057.52
201801,2018-01-13,003,Dept2,622,124512.5
201806,2018-06-11,003,Dept2,364,71727
201902,2019-02-28,018,Dept2,560,85686.5
201808,2018-08-02,008,Dept2,158,49397.75
202006,2020-06-25,014,Dept1,211,110762.8
201905,2019-05-27,005,Dept2,206,40432.8
201909,2019-09-27,013,Dept2,269,34250.44
202008,2020-08-27,005,Dept2,551,72693.4
201811,2018-11-22,004,Dept1,94,57740
201906,2019-06-29,013,Dept2,179,27194.9
201811,2018-11-27,019,Dept2,143,29053.8
201805,2018-05-21,010,Dept1,88,62098.5
201909,2019-09-01,012,Dept1,191,120617.07
202006,2020-06-12,014,Dept1,263,144974.1
201904,2019-04-24,016,Dept2,185,67315.25
201810,2018-10-05,019,Dept1,76,52489.5
201811,2018-11-08,012,Dept2,489,64502.75
201901,2019-01-20,013,Dept1,63,27706.78
202009,2020-09-23,013,Dept2,178,24987.45
202008,2020-08-16,005,Dept2,849,97882.25
201805,2018-05-07,015,Dept2,166,41491.25
201910,2019-10-16,005,Dept1,96,84531.78
201911,2019-11-27,013,Dept1,22,13137.5
202005,2020-05-30,003,Dept1,80,38274.41
202005,2020-05-31,021,Dept1,476,252200.5
202002,2020-02-01,020,Dept1,282,107895.69
201804,2018-04-08,002,Dept2,429,117404.69
202002,2020-02-18,007,Dept2,223,40827.85
201806,2018-06-14,006,Dept1,264,155479.98
201907,2019-07-09,018,Dept2,326,50783.62
201802,2018-02-21,015,Dept2,204,64944.5
202008,2020-08-24,018,Dept1,61,27940.5
201905,2019-05-02,018,Dept1,134,91596
202007,2020-07-23,020,Dept1,134,61481
201809,2018-09-27,012,Dept1,52,35083
201906,2019-06-05,013,Dept1,34,16539
201910,2019-10-24,018,Dept2,721,71241.95
201912,2019-12-28,009,Dept1,124,72405.9
201807,2018-07-31,006,Dept1,230,124314.63
202003,2020-03-05,009,Dept2,166,24842.6
202006,2020-06-20,009,Dept2,273,37131.75
201803,2018-03-02,008,Dept1,87,48659.5
201907,2019-07-17,005,Dept1,116,68039.4
201805,2018-05-15,008,Dept1,59,38394.5
201810,2018-10-21,004,Dept1,249,155913.48
201802,2018-02-03,010,Dept1,138,70343.7
201802,2018-02-13,008,Dept1,77,53712.5
202001,2020-01-20,018,Dept1,81,36051
201808,2018-08-23,008,Dept1,58,28027
201807,2018-07-02,010,Dept2,552,94633.5
201808,2018-08-13,010,Dept1,117,71344.25
201803,2018-03-10,015,Dept2,291,62875
202007,2020-07-24,002,Dept1,115,68565
201901,2019-01-01,012,Dept2,595,123276.4
201808,2018-08-31,015,Dept2,355,116807.21
201809,2018-09-13,017,Dept2,155,32968
202001,2020-01-31,014,Dept2,1114,140978.72
201903,2019-03-24,005,Dept1,169,109972.75
201812,2018-12-24,016,Dept2,448,146350.95
202001,2020-01-28,005,Dept2,1280,89226.020000000
201909,2019-09-19,017,Dept2,240,35229.74
201801,2018-01-10,006,Dept1,156,68473.88
201810,2018-10-13,019,Dept2,690,102967.48
201804,2018-04-26,007,Dept1,76,51138
201904,2019-04-16,016,Dept1,276,194536.5
201807,2018-07-13,003,Dept2,457,76136.25
201911,2019-11-09,016,Dept2,377,122388.5
201803,2018-03-28,010,Dept1,178,109522.17
201903,2019-03-01,016,Dept1,216,146564.5
201912,2019-12-20,014,Dept2,499,109434.35
201908,2019-08-02,019,Dept2,291,50471
202003,2020-03-13,014,Dept1,135,76814.9
201906,2019-06-12,016,Dept2,170,53479.25
202002,2020-02-21,002,Dept1,190,95013.93
202008,2020-08-29,005,Dept2,1086,162488.75
201808,2018-08-20,015,Dept2,213,44733.25
201910,2019-10-03,018,Dept2,1021,104588.5
202006,2020-06-23,014,Dept1,165,90290
202009,2020-09-22,016,Dept1,110,51970.62
202005,2020-05-18,021,Dept1,2,1685
201803,2018-03-15,008,Dept1,113,58280.57
201904,2019-04-11,013,Dept2,113,24535.48
201802,2018-02-08,015,Dept2,130,31086
202005,2020-05-19,003,Dept1,90,53534.5
201808,2018-08-04,008,Dept2,283,61069.15
201801,2018-01-15,003,Dept2,515,94133.92
201805,2018-05-28,008,Dept1,32,21588.75
201802,2018-02-22,010,Dept1,96,53155
201905,2019-05-15,018,Dept1,107,59939
201904,2019-04-19,013,Dept1,39,18290
201803,2018-03-23,015,Dept2,185,28131
201811,2018-11-16,019,Dept2,269,47877.15
201902,2019-02-02,018,Dept1,132,75915
201911,2019-11-06,013,Dept1,89,45331.36
201911,2019-11-20,016,Dept2,194,57780.8
201807,2018-07-18,006,Dept1,381,209085.13
201811,2018-11-01,017,Dept1,66,41163
201901,2019-01-27,016,Dept2,549,145718.57
201803,2018-03-31,015,Dept1,202,182906.2
201809,2018-09-06,012,Dept1,40,28979.75
202006,2020-06-06,010,Dept1,158,87099
201812,2018-12-21,013,Dept1,44,30349.72
201905,2019-05-07,005,Dept2,432,57598.25
201909,2019-09-22,012,Dept1,110,70505.17
202002,2020-02-20,020,Dept1,94,52660
201908,2019-08-23,019,Dept2,316,57805.55
201912,2019-12-01,014,Dept2,965,327677.55
201810,2018-10-24,019,Dept2,271,50817.25
201808,2018-08-12,008,Dept1,166,81484.34
201811,2018-11-24,004,Dept1,228,159680.13
201805,2018-05-02,010,Dept1,72,43048.5
201902,2019-02-26,018,Dept2,573,78684
201909,2019-09-25,013,Dept2,145,33269.55
201902,2019-02-10,005,Dept2,628,141048.54
201902,2019-02-18,005,Dept1,104,56538.5
201805,2018-05-20,015,Dept2,311,87036
201912,2019-12-09,009,Dept1,89,48314.8
202001,2020-01-07,005,Dept2,601,87028.62
201907,2019-07-06,005,Dept1,194,99263.74
201809,2018-09-03,003,Dept1,259,140930.76
202002,2020-02-07,007,Dept2,351,49091.02
202007,2020-07-17,007,Dept2,323,59329.25
201903,2019-03-08,013,Dept2,153,24154.4
201803,2018-03-09,010,Dept1,109,79067
201806,2018-06-27,006,Dept1,264,155205.05
201905,2019-05-25,005,Dept2,511,148501.94
201806,2018-06-13,003,Dept2,435,77569.5
201809,2018-09-24,017,Dept2,157,49012.75
201909,2019-09-08,017,Dept2,567,59124.09
201804,2018-04-27,002,Dept2,293,81971.51
201804,2018-04-13,007,Dept1,131,87338
201908,2019-08-31,019,Dept1,175,105212.82
201908,2019-08-15,004,Dept1,268,150688.58
201912,2019-12-21,020,Dept2,981,92285.25
201906,2019-06-21,018,Dept1,162,79779
201906,2019-06-05,005,Dept1,88,46354
202007,2020-07-08,009,Dept1,74,48935.5
201804,2018-04-08,014,Dept2,481,180586.5
201802,2018-02-21,003,Dept2,461,106949.75
201801,2018-01-04,008,Dept1,109,68348.76
202001,2020-01-31,002,Dept2,519,107931.68
201803,2018-03-10,003,Dept2,512,106796.09
201807,2018-07-02,006,Dept2,907,348811.17
201801,2018-01-10,010,Dept1,91,41554.62
201810,2018-10-21,012,Dept1,144,109179.45
202007,2020-07-24,014,Dept1,141,75335.07
201909,2019-09-01,004,Dept1,553,279461.3
201809,2018-09-27,004,Dept1,148,93545.48
201910,2019-10-02,016,Dept2,300,88666.3
201911,2019-11-19,018,Dept2,389,48133
202009,2020-09-23,005,Dept2,448,57556.7
201901,2019-01-12,018,Dept2,917,146656.45
202005,2020-05-30,015,Dept1,166,78992.5
201906,2019-06-13,018,Dept2,263,60534.75
201901,2019-01-09,019,Dept1,70,63298.5
201811,2018-11-17,017,Dept2,394,76015.9
202008,2020-08-30,016,Dept1,252,118747.7
201802,2018-02-03,006,Dept1,338,231278
202006,2020-06-11,020,Dept1,83,32473.75
202003,2020-03-14,020,Dept1,117,75236.24
201902,2019-02-15,016,Dept2,320,107800
202005,2020-05-22,008,Dept2,348,78666.25
202003,2020-03-13,002,Dept1,100,66861
201911,2019-11-27,005,Dept1,110,65046.5
201912,2019-12-20,002,Dept2,723,204979.12
201803,2018-03-28,006,Dept1,269,174425.49
201806,2018-06-14,010,Dept1,104,56778.5
202001,2020-01-14,016,Dept1,144,82172.5
201903,2019-03-24,013,Dept1,60,30085
202006,2020-06-12,002,Dept1,146,84171.88
202007,2020-07-16,009,Dept2,102,24042.05
202009,2020-09-15,018,Dept1,51,30848.05
202008,2020-08-16,013,Dept2,404,36715.9
201805,2018-05-07,003,Dept2,411,65768.25
201811,2018-11-08,004,Dept2,608,112280.81
201807,2018-07-13,015,Dept2,206,45035.5
201807,2018-07-05,008,Dept1,27,23045.5
202001,2020-01-28,013,Dept2,365,35786.05
202006,2020-06-30,007,Dept2,536,82750.45
201910,2019-10-16,013,Dept1,40,25625
201808,2018-08-31,003,Dept2,696,136477.25
201907,2019-07-17,013,Dept1,74,36618.6
201905,2019-05-08,016,Dept1,163,140447
201901,2019-01-01,004,Dept2,771,168097.2
201808,2018-08-13,006,Dept1,462,274894.36
202009,2020-09-07,018,Dept2,671,67241.3
201901,2019-01-20,005,Dept1,162,104794.2
202002,2020-02-08,009,Dept2,392,63213.8
201908,2019-08-08,017,Dept2,158,36857.75
201807,2018-07-31,010,Dept1,100,56594
201902,2019-02-07,016,Dept1,144,100773.2
201805,2018-05-21,006,Dept1,175,114509
201806,2018-06-24,008,Dept1,78,42954
201906,2019-06-29,005,Dept2,521,99083.71
201912,2019-12-02,007,Dept1,91,61240.57
201905,2019-05-22,016,Dept1,122,80126.5
202009,2020-09-20,020,Dept2,1367,117323.55
201904,2019-04-20,007,Dept2,342,70276.41
201801,2018-01-14,017,Dept1,82,48092.25
201908,2019-08-06,008,Dept2,138,25277
201907,2019-07-21,014,Dept1,288,139842.3
202001,2020-01-16,009,Dept1,54,34264
202003,2020-03-01,018,Dept1,159,95622.25
201802,2018-02-25,004,Dept2,664,173605.08
201904,2019-04-12,007,Dept1,140,81276.35
201910,2019-10-12,014,Dept1,254,147177.5
202001,2020-01-24,014,Dept2,886,125734.75
201804,2018-04-12,013,Dept2,106,36229.25
201809,2018-09-23,003,Dept1,128,85877.56
201811,2018-11-21,010,Dept2,271,69607.5
202005,2020-05-20,017,Dept2,268,36965.35
201805,2018-05-03,004,Dept2,461,122935.2
201903,2019-03-05,007,Dept1,75,72407.45
201909,2019-09-23,006,Dept2,600,111039.71
201909,2019-09-05,003,Dept1,134,83976.42
201906,2019-06-10,020,Dept1,86,58934
201810,2018-10-17,015,Dept1,101,70675.42
201903,2019-03-20,014,Dept1,109,72450.5
201908,2019-08-12,010,Dept2,654,123670.21
201911,2019-11-23,002,Dept1,157,93924.1
201911,2019-11-05,007,Dept2,302,73908.53
202006,2020-06-08,005,Dept1,72,40261.5
201807,2018-07-17,012,Dept2,304,65100.5
202003,2020-03-17,005,Dept1,49,26936.5
201911,2019-11-22,020,Dept1,102,71821.96
201809,2018-09-04,017,Dept2,236,64134.5
201806,2018-06-28,012,Dept2,271,85607.25
201811,2018-11-04,003,Dept2,295,77269.83
202008,2020-08-12,014,Dept2,1052,149501.2
201806,2018-06-10,017,Dept1,84,49762
201903,2019-03-28,009,Dept2,168,37958.75
201808,2018-08-27,019,Dept1,84,44411
201912,2019-12-24,018,Dept1,185,103871
202009,2020-09-19,002,Dept2,458,101333.25
201812,2018-12-20,007,Dept2,236,67833.92
201912,2019-12-16,005,Dept2,310,49791.12
201803,2018-03-06,004,Dept2,407,87118.68
